gutenberg_id,text
3676,"""It's a wild-goose chase,"" he snapped, attacking his entree savagely."
3676,"Heaven knows it was to prove so, even wilder than his dreams could"
3676,"paint; but if there were geese in it, myself included, there was also to"
3676,be a swan.
3676,
3676,"""You don't really mean that, Dunny,"" I said firmly, continuing my"
3676,dinner. It was a good dinner; we had consulted over each item from
3676,"cocktails to liqueurs, and we are both distinctly fussy about food."
3676,
3676,"""I do mean it!"" insisted my guardian. Dunny has the biggest heart in the"
3676,"world, with a cayenne layer over it, and this layer is always thickest"
3676,"when I am bound for distant parts. ""I mean every word of it, I tell"
3676,"you, Dev."" Dev, like Dunny, is a misnomer; my name is Devereux--Devereux"
3676,"Bayne. ""Don't you risk your bones enough with the confounded games you"
3676,play? What's the use of hunting shells and shrapnel like a hero in a
3676,"movie reel? We're not in this war yet, though we soon will be, praise"
3676,"the Lord! And till we are, I believe in neutrality--upon my soul I do."""
3676,
3676,"""Here's news, then!"" I exclaimed. ""I never heard of it before. Well,"
3676,"your new life begins too late, Dunny. You brought me up the other way."
3676,"The modern system, you know, makes the parent or guardian responsible"
3676,for the child. So thank yourself for my unneutral nature and for the war
3676,"medals I'm going to win!"""
3676,
3676,"Muttering something about impertinence, he veered to another tack."
3676,
3676,"""If you must do it,"" he croaked, ""why sail for Naples instead of for"
3676,Bordeaux? The Mediterranean is full of those pirate fellows. You
3676,read the papers--the headlines anyway; you know it as well as I. It's
3676,"suicide, no less! Those Huns sank the _San Pietro_ last week. I say,"
3676,"young man, are you listening? Do you hear what I'm telling you?"""
3676,
3676,It was true that my gaze had wandered near the close of his harangue.
3676,"I like to look at my guardian; the fine old chap, with his height and"
3676,"straightness, his bright blue eyes and proud silver head, is a sight for"
3676,"sore eyes, as they say. But just then I had glimpsed something that was"
3676,"even better worth seeing. I am not impressionable, but I must confess"
3676,that I was impressed by this girl.
3676,
3676,She sat far down the room from me. Only her back was visible and a
3676,somewhat blurred side-view reflected in the mirror on the wall. Even so
3676,"much was, however, more than welcome, including as it did a smooth white"
3676,"neck, a small shell-like ear, and a mass of warm, crinkly, red-brown"
3676,"hair. She wore a rose-colored gown, I noticed, cut low, with a string of"
3676,"pearls; and her sole escort was a staid, elderly, precise being, rather"
3676,of the trusted family-lawyer type.
3676,
3676,"""I haven't missed a word, Dunny,"" I assured my vis-a-vis. ""I was just"
3676,wondering if Huns and pirates had quite a neutral sound. You know I have
3676,to go via Rome to spend a week with Jack Herriott. He has been pestering
3676,"me for a good two years--ever since he's been secretary there."""
3676,
3676,"Grumbling unintelligible things, my guardian sampled his Chablis; and I,"
3676,"crumbling bread, lazily wishing I could get a front view of the girl in"
3676,"rose-color, filled the pause by rambling on."
3676,
3676,"""Duty calls me,"" I declared. ""You see, I was born in France. Shabby"
3676,treatment on my parents' part I've always thought it; if they had
3676,hurried home before the event I might have been President and declared
3676,"war here instead of hunting one across the seas. In that case, Dunny,"
3676,I should have heeded your plea and stayed; but since I'm ineligible for
3676,"chief executive, why linger on this side?"""
3676,
3676,He scowled blackly.
3676,
3676,"""I'll tell you what it is, my boy,"" he accused, with lifted forefinger."
3676,"""You like to pose--that's what is the matter with you! You like to act"
3676,"stolid, matter-of-fact, correct; you want to sit in your ambulance and"
3676,smoke cigarettes indifferently and raise your eyebrows superciliously
3676,when shrapnel bursts round. And it's all very well now; it looks
3676,"picturesque; it looks good form, very. But how old are you, eh, Dev?"
3676,"Twenty-eight is it? Twenty-nine?"""
3676,
3676,"""You should know--none better--that I am thirty,"" I responded. ""Haven't"
3676,"you remembered each anniversary since I was five, beginning with a"
3676,hobby-horse and working up through knives and rifles and ponies to the
3676,"latest thing in cars?"""
3676,
3676,Dunny lowered his accusing finger and tapped it on the cloth.
3676,
3676,"""Thirty,"" he repeated fatefully. ""All right, Dev. Strong and fit as an"
3676,"ox, and a crack polo-player and a fair shot and boxer and not bad with"
3676,"boats and cars and horses and pretty well off, too. So when you look"
3676,"bored, it's picturesque; but wait! Wait ten years, till you take on"
3676,"flesh, and the doctor puts you on diet, and you stop hunting chances to"
3676,"kill yourself, but play golf like me. Then, my boy, when you look stolid"
3676,"you won't be romantic. You'll be stodgy, my boy. That's what you'll be!"""
3676,
3676,Of all words in the dictionary there is surely none worse than this one.
3676,"The suggestions of stodginess are appalling, including, even at best,"
3676,"hints of overweight, general uninterestingness, and a disposition to sit"
3676,at home in smoking-jacket and slippers after one's evening meal. As my
3676,"guardian suggested, my first youth was over. I held up both my hands in"
3676,token that I asked for grace.
3676,
3676,"""_Kamerad_!"" I begged pathetically. ""Come, Dunny, let's be sociable."
3676,"After all, you know, it's my last evening; and if you call me such"
3676,"names, you will be sorry when I am gone. By the way, speaking of"
3676,"Huns--it was you, the neutral, who mentioned them,--does it strike you"
3676,there are quite a few of them on the staff of this hotel? I hope they
3676,"won't poison me. Look at the head waiter, look at half the waiters"
3676,"round, and see that blond-haired, blue-eyed menial. Do you think he saw"
3676,"his first daylight in these United States?"""
3676,
3676,The menial in question was a uniformed bellboy winding in and out among
3676,"tables and paging some elusive guest. As he approached, his chant grew"
3676,plainer.
3676,
3676,"""Mr. Bayne,"" he was droning. ""Room four hundred and three."""
3676,
3676,"I raised a hand in summons, and he paused beside my seat."
3676,
3676,"""Telephone call for you, sir,"" he informed me."
3676,
3676,"With a word to my guardian, I pushed my chair back and crossed the room."
3676,"But at the door I found my path barred by the _maitre d'hotel_, who, at"
3676,"the sight of my progress, had sprung forward, like an arrow from a bow."
3676,
3676,"""Excuse me, sir. You're not leaving, are you?"" The man was actually"
3676,"breathing hard. Deferential as his bearing was, I saw no cause for the"
3676,"inquiry, and with some amusement and more annoyance, I wondered if he"
3676,suspected me of slipping out to evade my bill.
3676,
3676,"""No,"" I said, staring him up and down; ""I'm not!"" I passed down the hall"
3676,"to the entrance of the telephone booths. Glancing back, I could see"
3676,"him still standing there gazing after me; his face, I thought, wore a"
3676,relieved expression as he saw whither I was bound.
3676,
3676,"The queer incident left my mind as I secluded myself, got my connection,"
3676,"and heard across the wire the indignant accents of Dick Forrest, my"
3676,"former college chum. Upon leaving his yacht that morning, I had promised"
3676,him a certain power of attorney--Dick is a lawyer and is called a
3676,"good one, though I can never quite credit it--and he now demanded in"
3676,unjudicial heat why it had not been sent round.
3676,
3676,"""Good heavens, man,"" I cut in remorsefully, ""I forgot it! The thing"
3676,is in my room now. Where are you? That's all right. You'll have it by
3676,"messenger within ten minutes."" Hastily rehooking the receiver, I bolted"
3676,from my booth.
3676,
3676,In the restaurant door against a background of paneled walls the _maitre
3676,"d'hotel_ still stood, as if watching for my return. I sprang into an"
3676,"elevator just about to start its ascent, and saw his mouth fall open and"
3676,his feet bring him several quick steps forward.
3676,
3676,"""The man is crazy,"" I told myself with conviction as I shot up four"
3676,stories in as many seconds and was deposited in my hall.
3676,
3676,"There was no one at the desk where the floor clerk usually kept vigil,"
3676,gossiping affably with such employees as passed. The place seemed
3676,deserted; no doubt all the guests were downstairs. Treading lightly on
3676,"the thick carpet, I went down the hall to Room four hundred and three,"
3676,and found the door ajar and a light visible inside.
3676,
3676,"My bed, I supposed, was being turned down. I swung the door open, and"
3676,"halted in my tracks. With his back to me, bent over a wide-open trunk"
3676,"that I had left locked, was a man."
3676,
3676,"Stepping inside, I closed the door quietly, meanwhile scrutinizing my"
3676,unconscious visitor from head to foot. He wore no hotel insignia--was
3676,"neither porter, waiter, nor valet."
3676,
3676,"""Well, how about it? Anything there suit you?"" I inquired affably, with"
3676,my back against the door.
3676,
3676,"Exclaiming gutturally, he whisked about and faced me where I stood quite"
3676,prepared for a rough-and-tumble. Instead of a typical housebreaker of
3676,"fiction, I saw a pale, rabbit-like, decent-appearing little soul. He"
3676,was neatly dressed; he seemed unarmed save for a great ring of assorted
3676,keys; and his manner was as propitiatory and mild-eyed as that of any
3676,"mouse. There must be some mistake. He was some sober mechanic, not a"
3676,"robber. But on the other hand, he looked ready to faint with fright."
3676,
3676,"""_Mein Gott_!"" he murmured in a sort of fishlike gasp."
3676,
3676,This illuminating remark was my first clue.
3676,
3676,"""Ah! _Mein Herr_ is German?"" I inquired, not stirring from my place."
3676,
3676,"The demand wrought an instant change in him--he drew himself up, perhaps"
3676,to five feet five.
3676,
3676,"""Vat you got against the Germans?"" he asked me, almost with menace. It"
3676,"was the voice of a fanatic intoning ""Die Wacht am Rhein""--of a zealot"
3676,speaking for the whole embattled _Vaterland_.
3676,
3676,The situation was becoming farcical.
3676,
3676,"""Nothing in the world, I assure you,"" I replied. ""They are a simple,"
3676,"kindly people. They are musical. They have given the world Schiller,"
3676,"Goethe, the famous _Kultur_, and a new conception of the possibilities"
3676,"of war. But I think they should have kept out of Belgium, and I feel the"
3676,same way about my room--and don't you try to pull a pistol or I may feel
3676,"more strongly still."""
3676,
3676,"""I ain't got no pistol, _nein_,"" declared my visitor, sulkily. His"
3676,resentment had already left him; he had shrunk back to five feet three.
3676,
3676,"""Well, I have, but I'll worry along without it,"" I remarked, with"
3676,"a glance at the nearest bag. As targets, I don't regard my"
3676,"fellow-creatures with great enthusiasm and, moreover, I could easily"
3676,"have made two of this mousy champion of a warlike race. Illogically,"
3676,"I was feeling that to bully him was sheer brutality. Besides this, my"
3676,dinner was not being improved by the delay.
3676,
3676,"""Look here,"" I said amiably, ""I can't see that you've taken anything."
3676,Speak up lively now; I'll give you just one chance. If you care to tell
3676,"me how you got through a locked door and what you were after, I'll let"
3676,"you go. I'm off to the firing line, and it may bring me luck!"""
3676,
3676,"Hope glimmered in his eyes. In broken English, with a childlike"
3676,"ingenuousness of demeanor, he informed me that he was a first-class"
3676,locksmith--first-glass he called it--who had been sent by the management
3676,"to open a reluctant trunk. He had entered my room, I was led to infer,"
3676,by a mistake.
3676,
3676,"""I go now, _ja_?"" he concluded, as postscript to the likely tale."
3676,
3676,"""The devil you do! Do you take me for an utter fool?"" I asked, excusably"
3676,"nettled, and stepping to the telephone, I took the receiver from its"
3676,hook.
3676,
3676,"""Give me the manager's office, please,"" I requested, watching my"
3676,"visitor. ""Is this the manager? This is Mr. Bayne speaking, Room four"
3676,"hundred and three. I've found a man investigating my trunk--a foreigner,"
3676,"a German."" An exclamation from the manager, and from the listening"
3676,"telephone-girl a shriek! ""Yes; I have him. Yes; of course I can hold"
3676,"him. Send up your house detective and be quick! My dinner is spoiling--"""
3676,
3676,The receiver dropped from my hand and clattered against the wall. The
3676,"little German, suddenly galvanized, had leaped away from the trunk, not"
3676,"toward me and the door beyond me, but toward the electric switch. His"
3676,"fingers found and turned it, plunging the room into the darkness of the"
3676,"grave. Taken unaware, I barred his path to the hall, only to hear him"
3676,fling up the window across the room. Against the faint square of light
3676,"thus revealed, I saw him hang poised a moment. Then with a desperate"
3676,"noise, a moan of mixed resolve and terror, he disappeared."
3676,
3676,
3676,
3676,CHAPTER II
3676,
3676,DEUTSCHLAND UBER ALLES
3676,
3676,"Standing there staring after him, I felt like a murderer of the deepest"
3676,"dye. It is one thing to hand over to the police their natural prey, a"
3676,"thief taken red-handed, but quite another, and a much more harrowing"
3676,"one, to have him slip through your fingers, precipitate himself into"
3676,"mid-air, and drop four stories to the pavement, scattering his brains"
3676,far and wide. There was not a vestige of hope for the poor wretch.
3676,
3676,"Unnerved, I groped to the window and peered downward for his remains."
3676,"My first glance proved my regrets to be superfluous. Beneath my window,"
3676,"which, owing to the crowded condition of the hotel, opened on a side"
3676,"street, a fire-escape descended jaggedly; and upon it, just out of arm's"
3676,"reach, my recent guest clung and wobbled, struggling with an attack of"
3676,natural vertigo before proceeding toward the earth.
3676,
3676,By this time my rage was such that I would have followed that little
3676,thief almost anywhere. It was not the dizziness of the yawning void that
3676,stayed me. I should have climbed the Matterhorn with all cheerfulness to
3676,"catch him at the top. But sundry visions of the figure I would cut, the"
3676,"crowd that might gather, and the probable ragging in the morning papers,"
3676,"were too much for me, and I sorrowfully admitted that the game was not"
3676,worth the price.
3676,
3676,"The little man's nerves, meanwhile, seemed to be steadying. Feeling"
3676,"each step, he began cautiously to work his way down. To my wrath he"
3676,even looked up at me and indulged in a grimace--but his triumph was
3676,"ill-timed, for at that very instant I beheld, strolling along the street"
3676,"below, humming and swinging his night-stick, as leisurely, complacent,"
3676,and stalwart a representative of the law as one could wish to see.
3676,
3676,"""Hi, there! Officer!"" I shouted lustily. My hail, if not my words,"
3676,"reached him; he glanced up, saw the figure on the ladder, and was seized"
3676,instantaneously with the spirit of the chase.
3676,
3676,"Yelling something reassuring, the gist of which escaped me, he"
3676,constituted himself a reception committee of one and started for the
3676,ladder's foot. But our doughty Teuton was a resourceful person. Roused
3676,"to the urgency of his plight, he looked wildly up at me, down at the"
3676,"officer, and, hastily pushing up the nearest window, hoisted himself"
3676,"across its sill, and again took refuge in the St. Ives Hotel."
3676,
3676,"With a bellow of rage, the policeman dashed toward the porte-cochere,"
3676,"while I ducked back into the room, rapidly revolving my chances of"
3676,cutting off the man's retreat below. If the system of numbering was the
3676,"same on every floor, my thief must, of course, emerge from Room 303. But"
3676,"this similarity was problematical, and to invade apartments at random,"
3676,"disturbing women at their opera toilets and maybe even waking babies,"
3676,was too desperate a shift to try.
3676,
3676,It reminded me to wait with what patience I could summon for the house
3676,"detective. And where was he, by the way? I had turned in my alarm a good"
3676,five minutes before.
3676,
3676,"In an unenviable humor I stumbled across the room, tripping and barking"
3676,"my shins over various malignant hassocks, tables, and chairs. Finding"
3676,"the switch at last, I flooded the room with light, and saw myself in the"
3676,"mirror, with tie and coat askew."
3676,
3676,"""Now,"" I muttered, straightening them viciously, ""we'll see what he"
3676,"took away."" But the trunk seemed undisturbed when I examined it, and my"
3676,various bags and suitcases were securely locked. I had found Forrest's
3676,power of attorney and was storing it in my pocket when voices rose
3676,outside.
3676,
3676,"A group of four was approaching, comprised of a spruce, dress-coated"
3676,"manager; a short thick-set, broad-faced man who was doubtless the"
3676,long-overdue detective; a professional-appearing gentleman with a
3676,"black bag, obviously the house-physician; and the policeman that I had"
3676,"summoned from his stroll below. The latter, in an excited brogue, was"
3676,"recounting his late vision of the thief, ""hangin' between hivin and"
3676,"earth, no less,"" while the detective scornfully accused him of having"
3676,"been asleep or jingled, on the ground of my late telephone to the effect"
3676,that I was holding the man.
3676,
3676,"The manager, as was natural, took the initiative, bustling past me into"
3676,my room and peering eagerly around.
3676,
3676,"""I needn't say, Mr. Bayne,"" he orated fluently, ""how sorry I am that"
3676,"this has happened--especially beneath our roof. It is our first case,"
3676,"I assure you, of anything so regrettable. If it gets into the papers it"
3676,won't do us any good. Now the important thing is to take the fellow
3676,"out by the rear without courting notice. Why, where is he?"" he asked"
3676,"hopefully. ""Surely he isn't gone?"""
3676,
3676,"""Sure, and didn't I tell ye? 'Tis without eyes ye think me!"" The"
3676,"policeman was resentful, and so, to tell the truth, was I. The whole"
3676,maddening affair seemed bent on turning to farce at every angle; the
3676,"doctor, as a final straw, had just offered _sotto voce_ to mix me a"
3676,soothing draft!
3676,
3676,"""Gone! Of course he's gone, man!"" I exclaimed with some natural temper."
3676,"""Did you expect him to sit here waiting all this time? What on earth"
3676,have you been doing--reading the papers--playing bridge? A dozen thieves
3676,"could have escaped since I telephoned downstairs!"""
3676,
3676,"""But you said,"" he murmured, apparently dazed, ""that you could hold"
3676,"him."" A tactless remark, which failed to assuage my wrath!"
3676,
3676,"""So I could,"" I responded savagely. ""But I didn't expect him to turn"
3676,"into a conjuring trick, which is what he did. He went out that window"
3676,"head foremost, down the ladder, and into the room below. Let's be after"
3676,him--though we stand as much chance of catching him as we do of finding
3676,"the King of England!"" and I turned toward the doorway, where the"
3676,"manager, the doctor and the detective were massed."
3676,
3676,The manager put his hand upon my arm. I looked down at it with raised
3676,"eyebrows, and he took it away."
3676,
3676,"""Excuse me, sir,"" he said, adopting a manner of appeal, ""but if you'll"
3676,"reflect for a moment you'll see how it is, I know. People don't care for"
3676,houses where burglars fly in and out of windows; it makes them nervous;
3676,you wouldn't believe how easily a hotel can get a bad name and lose its
3676,"clientele. Besides, from what you tell me, the fellow must be well away"
3676,by this time. You'd do me a favor--a big one--by dropping the matter
3676,"here."""
3676,
3676,"""Well, I won't!"" I snapped indignantly. ""I'll see it through--or start"
3676,something still livelier. Are you coming down with me to investigate
3676,the room beneath us or do you want me to ring up police headquarters and
3676,"find out why?"""
3676,
3676,In the hall the policeman looked at me across the intervening heads
3676,"and dropped one slow, approving eyelid. ""If the gintleman says so--"" he"
3676,"remarked in heavy tones fraught with meaning, and fixed a cold,"
3676,"blue, appraising gaze on the detective, who thereupon yielded with"
3676,unexpectedly good grace.
3676,
3676,"""Aw, what's eating you?"" was his amiable demand. ""Sure, we was going"
3676,"right down there anyhow--soon's we found out how the land lay up here."""
3676,
3676,The five of us took the elevator to the lower floor. An unfriendly
3676,atmosphere surrounded me. I was held a hotel wrecker without reason. We
3676,"found the corridor empty, the floor desk abandoned--a state of things"
3676,rather strikingly the duplicate of that reigning overhead--and in due
3676,"course paused before Room 303, where the manager, figuratively speaking,"
3676,washed his hands of the affair.
3676,
3676,"""Here is the room, Mr. Bayne, for which you ask."" If I would persist in"
3676,"my nefarious course, added his tone."
3676,
3676,"The detective, obeying the hypnotic eye of the policeman, knocked. There"
3676,"was silence. The bluecoat, my one ally, was crouching for a spring. Then"
3676,"light steps crossed the room, and the door was opened. There stood a"
3676,"girl,--a most attractive girl, the girl that I had seen downstairs."
3676,"Straight and slender, spiritedly gracious in bearing, with gray eyes"
3676,"questioning us from beneath lashes of crinkly black, she was a radiant"
3676,"figure as she stood facing us, with a coat of bright-blue velvet thrown"
3676,over her rosy gown.
3676,
3676,"""Beg pardon, miss,"" said the policeman, brightly, ""this gintleman's been"
3676,"robbed."""
3676,
3676,"As her eyebrows went up a fraction, I could have murdered him, for how"
3676,else could she read his statement save that I took her for the thief?
3676,
3676,"""I am very sorry,"" I explained, bowing formally, ""to disturb you. We"
3676,are hunting a thief who took French leave by my fire-escape. I must have
3676,been mistaken--I thought that he dodged in again by this window. You
3676,"have not seen or heard anything of him, of course?"""
3676,
3676,"""No, I haven't. But then, I just this instant came up from dinner,"""
3676,"she replied. Her low, contralto tones, quite impersonal, were yet"
3676,delightful; I could have stood there talking burglars with her till
3676,"dawn. ""Do you wish to come in and make sure that he is not in hiding?"""
3676,"With a half smile for which I didn't blame her, she moved a step aside."
3676,
3676,"""Certainly not!"" I said firmly, ignoring a nudge from the policeman."
3676,"""He left before you came--there was ample time. It is not of the least"
3676,"consequence, anyhow. Again I beg your pardon."" As she inclined her head,"
3676,"I bowed, and closed the door."
3676,
3676,"""I trust Mr. Bayne, that you are satisfied at last."" This was the St."
3676,"Ives manager, and I did not like his tone."
3676,
3676,"""I am satisfied of several things,"" I retorted sharply, ""but before I"
3676,"share them with you, will you kindly tell me your name?"""
3676,
3676,"""My name is Ritter,"" he said with dignity. ""I confess I fail to see what"
3676,"bearing--"""
3676,
3676,"""Call it curiosity,"" I interrupted. ""Doctor, favor me with yours."""
3676,
3676,"The doctor peered at me over his glasses, hesitated, and then revealed"
3676,"his patronym. It was Swanburger, he informed me."
3676,
3676,"""But, my dear sir, what on earth--"""
3676,
3676,"""Merely,"" said I, with conviction, ""that this isn't an Allies' night. It"
3676,is _Deutschland uber Alles_; the stars are fighting for the Teuton race.
3676,"Now, let's hear how you were christened,"" I added, turning to the house"
3676,"detective, who looked even less sunny than before if that could be."
3676,
3676,"""See here, whatcher giving us?"" snarled that somewhat unpolished worthy."
3676,"""My name's Zeitfeld; but I was born in this country, don't you forget"
3676,"it, same as you."""
3676,
3676,"""A great American personality,"" I remarked dreamily, ""has declared that"
3676,in the hyphenate lies the chief menace to the United States. And
3676,"what's your name?"" I asked the representative of law and order. ""Is it"
3676,"Schmidt?"""
3676,
3676,"""No, sir,"" he responded, grinning; ""it's O'Reilly, sorr."""
3676,
3676,"""Thank heaven for that! You've saved my reason,"" I assured him as I"
3676,leaned against the wall and scanned the Germanic hordes.
3676,
3676,"""Mr. Ritter,"" said I, addressing that gentleman coldly, ""when I am next"
3676,in New York I don't think I shall stop with you. The atmosphere here is
3676,"too hectic; you answer calls for help too slowly--calls, at least, in"
3676,which a guest indiscreetly tells you that he has caught a German thief.
3676,"It looks extremely queer, gentlemen. And there are some other points as"
3676,"well--"""
3676,
3676,But there I paused. I lacked the necessary conviction. After all I was
3676,"the average citizen, with the average incredulity of the far-fetched,"
3676,"the melodramatic, the absurd. To connect the head waiter's panic at my"
3676,"departure with the episode in my room, to declare that the floor clerks"
3676,"had been called from their posts for a set purpose, and the halls"
3676,"deliberately cleared for the thief, were flights of fancy that were"
3676,beyond me. The more fool I!
3676,
3676,By the time I saw the last of the adventure I began that night--it was
3676,"all written in the nth power, and introduced in more or less important"
3676,"roles the most charming girl in the world, the most spectacular hero of"
3676,"France, the cleverest secret-service agent in the pay of the fatherland,"
3676,"and I sometimes ruefully suspected, the biggest imbecile of the United"
3676,States in the person of myself--I knew better than to call any idea
3676,impossible simply because it might sound wild. But at the moment my
3676,"education was in its initial stages, and turning with a shrug from three"
3676,"scowling faces, I led my friendly bluecoat a little aside."
3676,
3676,"""I've no more time to-night to spend thief-catching, Officer,"" I told"
3676,"him. I had just recalled my dinner, now utterly ruined, and Dunny,"
3676,probably at this instant cracking walnuts as fiercely as if each one
3676,"were the kaiser's head. ""But I'm an amateur in these affairs, and you"
3676,"are a master. Before I go, as man to man, what the dickens do you make"
3676,"of this?"""
3676,
3676,"Flattered, he looked profound."
3676,
3676,"""I'm thinking, sorr,"" he gave judgment, ""ye had the rights of it. Seein'"
3676,"as how th' thafe is German, ye'll not set eyes on him more--for divil"
3676,"a wan here but's of that counthry, and they stick together something"
3676,"fierce!"""
3676,
3676,"""Well,"" I admitted, ""our thoughts run parallel. Here is something to"
3676,"drink confusion to them all. And, O'Reilly, I am glad I'm going to sail"
3676,to-morrow. I'd rather live on a sea full of submarines than in this
3676,"hotel, wouldn't you?"""
3676,
3676,"Touching his forehead, he assented, and wished me good-night and a"
3676,"good journey; part of his hope went unfulfilled, by the way. That ocean"
3676,"voyage of mine was to take rank, in part at least, as a first-class"
3676,nightmare. The Central powers could scarcely have improved on it by
3676,torpedoing us in mid-ocean or by speeding us upon our trip with a cargo
3676,of clock-work bombs.
3676,
3676,
3676,
3676,CHAPTER III
3676,
3676,ON THE RE D'ITALIA
3676,
3676,"The sailing of the _Re d'Italia_ was scheduled for 3 P.M. promptly, but"
3676,"being well acquainted with the ways of steamers at most times, above all"
3676,"in these piping times of war, it was not until an hour later than I left"
3676,"the St. Ives, where the manager, by the way, did not appear to bid me"
3676,farewell.
3676,
3676,"The thermometer had been falling, and the day was crisp and snappy, with"
3676,a light powdering of snow underfoot and a blue tang and sparkle in the
3676,"air. Dunny accompanied me in the taxicab, but was less talkative than"
3676,"usual. Indeed, he spoke only two or three times between the hotel and"
3676,the pier.
3676,
3676,"""I say, Dev,"" was his first contribution to the conversation,"
3676,"""d' you remember it was at a dock that you and I first met? It was"
3676,"night, blacker than Tophet, and raining, and you came ashore wet as a"
3676,"rag. You were the lonesomest, chilliest, most forlorn little tike I ever"
3676,"saw; but, by the eternal, you were trying not to cry!"""
3676,
3676,"""Lonesome? I rather think so!"" I echoed with conviction. ""Wynne and his"
3676,"wife brought me over; he played poker all the way, and she read novels"
3676,"in her berth. And I heard every one say that I was an orphan, and it was"
3676,"very, very sad. Well, I was never lonely after that, Dunny."" My hand met"
3676,his half-way.
3676,
3676,"The next time that he broke silence was upon the ferry, when he urged on"
3676,me a fat wallet stuffed with plutocratic-looking notes.
3676,
3676,"""In case anything should happen,"" ran his muttered explanation. I have"
3676,"never needed Dunny's money,--his affection is another matter,--but he"
3676,"can spare it, and this time I took it because I saw he wanted me to."
3676,
3676,"As we approached the Jersey City piers, he seemed to shrink and grow"
3676,"tired, to take on a good ten years beyond his hale and hearty age. With"
3676,"every glance I stole at him a lump in my throat grew bigger, and in the"
3676,"end, bending forward, I laid a hand on his knee."
3676,
3676,"""Look here, Dunny,"" I demanded, not looking at him, ""do you mean half"
3676,"of what you were saying last evening--or the hundredth part? After all,"
3676,there'll be a chance to fight here before we're many months older. If
3676,"you just say the word, old fellow, I'll be with you to-night--and hang"
3676,"the trip!"""
3676,
3676,"But Dunny, though he wrung my hand gratefully and choked and glared out"
3676,"of the window, would hear of no such arrangement, repudiated it, indeed,"
3676,with scorn.
3676,
3676,"""No, my boy,"" he declared. ""I don't say it for a minute. I like your"
3676,"going. I wouldn't give a tinker's dam for you, whatever that is, if you"
3676,didn't want to do something for those fellows over there. I won't even
3676,"say to be careful, for you can't if you do your duty--only, don't you be"
3676,"too all-fired foolhardy, even for war medals, Dev."""
3676,
3676,"""Oh, I was born to be hanged, not shot,"" I assured him, almost"
3676,"prophetically. ""I'll take care of myself, and I'll write you now and"
3676,"then--"""
3676,
